VName,Filter,HJD,mag_s,mag_i,e_mag_i,Fref,e_Fref,DFlux,e_DFlux,p
"V18",I,2455772.92677,17.12,17.293,0.033,1156855.0,12990.0,12.275,8420.0,0.2293
"V18",I,2455772.928,17.166,17.339,0.032,1156855.0,12990.0,0.625,7910.0,0.2292
"V18",I,2455772.92924,17.075,17.248,0.031,1156855.0,12990.0,23.85,8140.0,0.2284
"V18",I,2455772.93048,17.078,17.251,0.03,1156855.0,12990.0,23.115,8060.0,0.2293
"V18",I,2455776.797,17.228,17.401,0.019,1156855.0,12990.0,-28.965,9125.0,0.4704
"V18",I,2455776.7983,17.214,17.387,0.019,1156855.0,12990.0,-22.22,9190.0,0.4695
"V18",I,2455776.7997,17.226,17.399,0.019,1156855.0,12990.0,-27.825,9030.0,0.4699
"V18",I,2455776.80111,17.192,17.365,0.019,1156855.0,12990.0,-11.44,9250.0,0.4744
"V18",I,2455776.85839,17.259,17.432,0.021,1156855.0,12990.0,-43.625,9615.0,0.4733
"V18",I,2455776.85967,17.238,17.411,0.02,1156855.0,12990.0,-33.64,9715.0,0.4723
"V18",I,2455776.86109,17.231,17.404,0.021,1156855.0,12990.0,-30.45,9890.0,0.4731
"V18",I,2455776.8625,17.213,17.386,0.02,1156855.0,12990.0,-21.73,9910.0,0.4716
"V18",I,2455776.92388,17.08,17.253,0.02,1156855.0,12990.0,45.56,10715.0,0.4615
"V18",I,2455776.92516,17.139,17.312,0.021,1156855.0,12990.0,15.01,10400.0,0.4627
"V18",I,2455776.92657,17.083,17.256,0.021,1156855.0,12990.0,43.545,11015.0,0.4592
"V18",I,2455776.92799,17.123,17.296,0.021,1156855.0,12990.0,23.155,10890.0,0.4605
"V18",I,2455777.91239,17.295,17.468,0.022,1156855.0,12990.0,-58.365,9805.0,0.4605
"V18",I,2455777.91367,17.271,17.444,0.022,1156855.0,12990.0,-47.765,9840.0,0.4603
"V18",I,2455777.91508,17.298,17.471,0.024,1156855.0,12990.0,-59.57,10370.0,0.46
"V18",I,2455777.91649,17.306,17.479,0.023,1156855.0,12990.0,-63.195,9845.0,0.4598
"V18",I,2455779.77993,17.159,17.332,0.029,1156855.0,12990.0,2.725,7855.0,0.2488
"V18",I,2455779.78122,17.204,17.377,0.036,1156855.0,12990.0,-7.405,7515.0,0.201
"V18",I,2455779.78262,17.223,17.396,0.028,1156855.0,12990.0,-15.975,8145.0,0.285
"V18",I,2455779.78403,17.274,17.447,0.028,1156855.0,12990.0,-32.4,8230.0,0.3033
"V18",I,2455779.78684,17.168,17.341,0.027,1156855.0,12990.0,0.145,8295.0,0.2846
"V18",I,2455779.79492,17.129,17.302,0.019,1156855.0,12990.0,18.065,8915.0,0.4173
"V18",I,2455779.7962,17.143,17.316,0.024,1156855.0,12990.0,8.805,8415.0,0.3202
"V18",I,2455779.79763,17.16,17.333,0.02,1156855.0,12990.0,3.73,8830.0,0.4024
"V18",I,2455779.80044,17.146,17.319,0.02,1156855.0,12990.0,9.34,8580.0,0.3808
"V18",I,2455779.80185,17.141,17.313,0.02,1156855.0,12990.0,11.65,8565.0,0.381
"V18",I,2455779.92785,17.21,17.383,0.022,1156855.0,12990.0,-19.315,10245.0,0.4477
"V18",I,2455779.92913,17.248,17.421,0.024,1156855.0,12990.0,-36.255,10630.0,0.4459
"V18",I,2455779.93055,17.254,17.427,0.023,1156855.0,12990.0,-38.945,10040.0,0.4469
"V18",I,2455779.93196,17.24,17.413,0.023,1156855.0,12990.0,-32.555,10190.0,0.4446
"V18",I,2455782.7821,17.138,17.311,0.02,1156855.0,12990.0,15.905,10450.0,0.4713
"V18",I,2455782.78338,17.189,17.362,0.021,1156855.0,12990.0,-10.04,10440.0,0.4711
"V18",I,2455782.78478,17.192,17.365,0.021,1156855.0,12990.0,-11.54,10315.0,0.4703
"V18",I,2455782.78619,17.166,17.339,0.021,1156855.0,12990.0,1.445,10385.0,0.4699
"V18",I,2455782.82832,17.277,17.45,0.022,1156855.0,12990.0,-51.24,9705.0,0.4682
"V18",I,2455782.82961,17.279,17.452,0.021,1156855.0,12990.0,-52.105,9635.0,0.4674
"V18",I,2455782.83101,17.294,17.467,0.022,1156855.0,12990.0,-58.975,9680.0,0.4667
"V18",I,2455782.83242,17.276,17.449,0.022,1156855.0,12990.0,-50.72,9760.0,0.4662
"V18",I,2455782.87004,17.171,17.344,0.021,1156855.0,12990.0,-0.905,10115.0,0.455
"V18",I,2455782.87132,17.159,17.332,0.021,1156855.0,12990.0,5.015,10360.0,0.457
"V18",I,2455782.87273,17.15,17.323,0.02,1156855.0,12990.0,9.185,9945.0,0.4577
"V18",I,2455782.87414,17.158,17.331,0.02,1156855.0,12990.0,5.42,9810.0,0.4597
"V18",I,2455782.91608,17.086,17.259,0.022,1156855.0,12990.0,54.545,15010.0,0.5938
"V18",I,2455782.91748,17.14,17.313,0.023,1156855.0,12990.0,18.64,14795.0,0.5922
"V18",I,2455782.91899,17.158,17.331,0.026,1156855.0,12990.0,7.055,16735.0,0.5959
"V18",I,2455782.92052,17.19,17.363,0.023,1156855.0,12990.0,-13.505,13930.0,0.5929
"V18",I,2455783.77472,17.222,17.395,0.024,1156855.0,12990.0,-25.025,11020.0,0.4501
"V18",I,2455783.776,17.165,17.338,0.022,1156855.0,12990.0,1.765,10790.0,0.4602
"V18",I,2455783.77741,17.184,17.357,0.023,1156855.0,12990.0,-7.23,10905.0,0.456
"V18",I,2455783.77881,17.194,17.367,0.023,1156855.0,12990.0,-11.915,10855.0,0.4546
"V18",I,2455783.78022,17.17,17.343,0.023,1156855.0,12990.0,-0.775,10930.0,0.4534
"V18",I,2455783.78164,17.179,17.352,0.023,1156855.0,12990.0,-4.7,11105.0,0.4507
"V18",I,2455783.86078,17.182,17.355,0.024,1156855.0,12990.0,-6.41,11305.0,0.4492
"V18",I,2455783.86207,17.166,17.338,0.024,1156855.0,12990.0,1.585,11465.0,0.4426
"V18",I,2455783.86347,17.182,17.355,0.024,1156855.0,12990.0,-6.085,11400.0,0.4439
"V18",I,2455783.86488,17.193,17.366,0.024,1156855.0,12990.0,-11.375,11180.0,0.4525
