Time,Flux,e_Flux
-5253.2084961,0.549460709095001,0.095645599067211
-5243.2084961,0.630092024803162,0.099527798593044
-5233.2084961,0.44552755355835,0.091511003673077
-5223.2084961,0.629438638687134,0.099527798593044
-5213.2084961,0.698945462703705,0.103197999298573
-5203.2084961,0.444545716047287,0.091511003673077
-5193.2084961,0.628455698490143,0.099527798593044
-5183.2084961,0.66299307346344,0.099613800644875
-5173.2084961,0.627798199653625,0.099527798593044
-5163.2084961,0.489021927118301,0.095528297126293
-5153.2084961,0.802501082420349,0.106803998351097
-5143.2084961,0.454001992940903,0.091531902551651
-5133.2084961,0.626478374004364,0.099527798593044
-5123.2084961,0.602960348129272,0.09947320073843
-5113.2084961,0.430157035589218,0.091490596532822
-5103.2084961,0.836232423782349,0.10690899938345
-5093.2084961,0.648385345935822,0.099584601819515
-5083.2084961,0.474908739328384,0.095506601035595
-5073.2084961,0.624486804008484,0.099527798593044
-5063.2084961,0.659019649028778,0.099613800644875
-5053.2084961,0.589056968688965,0.099446699023247
-5043.2084961,0.554061114788055,0.09567079693079
-5033.2084961,0.484704822301865,0.095528297126293
-5023.2084961,0.530340075492859,0.09562099725008
-5013.2084961,0.622482180595398,0.099527798593044
-5003.2084961,0.727052748203278,0.103290997445583
-4993.2084961,0.449004113674164,0.091531902551651
-4983.2084961,0.691309034824371,0.103197999298573
-4973.2084961,0.540181577205658,0.095645599067211
-4963.2084961,0.867041170597076,0.107018999755383
-4953.2084961,0.737085103988647,0.103322997689247
-4943.2084961,0.573798835277557,0.099420800805092
-4933.2084961,0.435552179813385,0.091511003673077
-4923.2084961,0.584689199924469,0.099446699023247
-4913.2084961,0.457749038934708,0.095485396683216
-4903.2084961,0.560892403125763,0.099395498633385
-4893.2084961,0.69994992017746,0.103228002786636
-4883.2084961,0.39963173866272,0.091451697051525
-4873.2084961,0.59457129240036,0.09947320073843
-4863.2084961,0.652284681797028,0.099613800644875
-4853.2084961,0.593891739845276,0.09947320073843
-4843.2084961,0.512752592563629,0.095596998929977
-4833.2084961,0.651264071464539,0.099613800644875
-4823.2084961,0.592870473861694,0.09947320073843
-4813.2084961,0.744061589241028,0.103355996310711
-4803.2084961,0.790737271308899,0.106803998351097
-4793.2084961,0.534076929092407,0.095645599067211
-4783.2084961,0.614692091941833,0.099527798593044
-4773.2084961,0.57958710193634,0.099446699023247
-4763.2084961,0.590821027755737,0.09947320073843
-4753.2084961,0.613665699958801,0.099527798593044
-4743.2084961,0.753405153751373,0.103389002382755
-4733.2084961,0.463069230318069,0.095506601035595
