Time,Flux,e_Flux
-274.25913652,0.4266687917,0.0201605534
-273.75918386,0.4422744441,0.0194720087
-273.25923184,0.4265814788,0.0201361518
-272.75927981,0.4256898887,0.0197891726
-272.25932716,0.4211155292,0.0192048865
-271.75937513,0.4283484424,0.0189464884
-271.25942311,0.4961071624,0.0209464335
-270.75947045,0.4650614997,0.0202249106
-270.25951906,0.4817759199,0.020361068
-269.75956577,0.5081102531,0.0207564014
-269.25961438,0.5052490316,0.0205757263
-268.75966172,0.5022097896,0.01988405
-268.2597097,0.4599630475,0.0192532587
-267.75975767,0.4123078177,0.019490674
-267.25980502,0.4864222239,0.0198586249
-266.75985299,0.4537783079,0.0201295867
-266.25990096,0.4312258176,0.0195742473
-265.75994831,0.4118531988,0.018988381
-265.25999691,0.4361585655,0.0188473652
-264.76004363,0.4388188962,0.0196556353
-264.26009223,0.4820866311,0.0199380155
-263.76013958,0.4916973383,0.0204624753
-263.26018755,0.5115710465,0.0203447362
-262.7602349,0.4948989554,0.0206122851
-262.26028287,0.5039906705,0.0205730296
-261.76033085,0.4672955945,0.0192707244
-261.26037819,0.5656110229,0.0208876904
-260.76042617,0.4888392203,0.0203412759
-258.18767182,0.4886447498,0.0206363632
-257.68771979,0.5091418218,0.0198167471
-257.18776839,0.5293722246,0.0207470399
-256.68781574,0.6018762816,0.0225225288
-256.18786246,0.5248699862,0.0194468377
-255.68791106,0.5479213172,0.0214165144
-255.18795903,0.4779080453,0.0199372407
-254.68800638,0.5031016516,0.0209810522
-254.18805435,0.4734807081,0.0200678793
-253.68810233,0.4979131971,0.0200714583
-253.18814967,0.5203000007,0.0200470284
-252.68819765,0.4852917359,0.0200058326
-252.18824625,0.466886138,0.019634185
-251.68829297,0.4928994609,0.0198803027
-251.18834031,0.4666549005,0.0195022802
-250.68838892,0.4638254072,0.0204115529
-250.18843563,0.4698403528,0.0196277158
-249.68848298,0.4763042504,0.019802429
-249.18853158,0.5175419445,0.0213899783
-248.6885783,0.4677333463,0.0196867587
-248.1886269,0.4728527157,0.019728023
-247.68867488,0.4456550236,0.018904288
-247.18872222,0.4185463485,0.0187043657
-246.6887702,0.4731555941,0.0202437971
-246.18881817,0.4434051958,0.0194606071
-245.68886677,0.4829652401,0.019846157
-245.18891349,0.4499383504,0.0201474115
-244.68896209,0.4958161574,0.0211859269
-244.18900944,0.565475409,0.0214863101
-243.68905615,0.5092272466,0.0201815737
-243.18910476,0.5190634214,0.0201459072
-242.68915273,0.5258418103,0.0206774015
-242.18920008,0.5021145158,0.0211635222
-241.68924805,0.52219319,0.0206711556
-241.18929603,0.5388359206,0.0201651892
-240.68934337,0.5908941854,0.0216480499
-240.18939135,0.5502754669,0.020523746
-239.68943995,0.506343279,0.0206506307
-239.18948667,0.5110002453,0.0204926237
-238.68953401,0.5351793974,0.0200996768
-238.18958261,0.5452059722,0.0211538501
-237.68963059,0.5466382968,0.0205379918
-237.18967793,0.5321587352,0.0207221687
-236.68972591,0.5131633086,0.0201552401
-236.18977388,0.520940214,0.0206420525
-235.68982123,0.5803892257,0.0213472398
-235.1898692,0.5259050919,0.0210429422
-234.68991781,0.5357626187,0.0206663951
-234.18996452,0.4936876198,0.020374068
-233.69001313,0.492142819,0.0200002882
-233.19006047,0.5398132143,0.0211779871
-232.69010719,0.6249636138,0.022429152
-232.19015579,0.600014555,0.0221427855
-231.69020377,0.5479439377,0.021419664
-231.19025111,0.4821251665,0.0207935442
-230.69029909,0.4846250911,0.02056023
-230.19034706,0.5524426858,0.0204614084
-229.69039441,0.4972344551,0.0201658325
-229.19044238,0.4742665591,0.020082242
-228.69049098,0.4669853921,0.0202884598
-228.1905377,0.5123292066,0.0204294201
-227.69058505,0.4554362487,0.0196695292
-227.19063365,0.4436677778,0.0196580793
-226.69068162,0.4364747433,0.0186852669
-226.19072897,0.4432934313,0.0193815884
-225.69077694,0.4237656143,0.0188921105
-225.19082492,0.4540917028,0.0194042532
-224.69087226,0.4410609495,0.0196153413
-224.19092024,0.505117242,0.0201182702
-223.69096884,0.4378055798,0.0197722506
-223.19101556,0.4612536662,0.019664776
-222.69106416,0.4997543386,0.0208439442
-222.19111151,0.4716684114,0.0203684734
-221.69115822,0.5069226812,0.0203210309
-221.19120683,0.4662582918,0.0198934594
-220.69125417,0.4868637807,0.0202997332
-220.19130215,0.4908006884,0.0200854157
-219.69134949,0.4957922051,0.0199929724
-219.19139747,0.4924935244,0.0204830136
-218.69144544,0.5523005267,0.0205017617
-218.19149279,0.5978796634,0.0215625011
-217.69154076,0.4363869571,0.019659989
-217.19158936,0.4271498946,0.018427759
-216.69163608,0.4813888696,0.0203288522
-216.19168468,0.4680781692,0.0200601627
-215.6917314,0.516702087,0.0210154492
-215.19177875,0.4998078955,0.0203254464
-214.69182735,0.4656047059,0.0204704202
-214.19187532,0.4727555367,0.0201768861
-213.69192267,0.4294183175,0.0197185456
-213.19197064,0.5159220478,0.0209537556
-212.69201862,0.4933542643,0.0209194896
-212.19206659,0.4829711792,0.0200000222
-211.69211394,0.5225639326,0.0201614171
-211.19216254,0.555741013,0.0204927543
-210.69220926,0.45499322,0.0190833751
-210.19225786,0.3904065008,0.0188919147
-209.69230521,0.467841821,0.0194020617
-209.19235318,0.4858530237,0.0201962368
-208.69240052,0.4890612601,0.0201528889
-206.1366453,0.4463456818,0.0200992482
-205.63669265,0.4294964023,0.0198099404
-205.13673936,0.5226970603,0.020415226
-204.63678797,0.5303817337,0.0208734709
-204.13683594,0.5096689115,0.0201537906
-203.63688329,0.4967093175,0.0200070413
-203.13693126,0.4422705593,0.0198273872
-202.63697924,0.4713818044,0.0202222287
-202.13702658,0.4705631192,0.0195365351
-201.63707456,0.4744128011,0.0196169873
-201.13712316,0.5274103864,0.0203192435
-200.6371705,0.5241604828,0.0208366829
-200.13721722,0.4848878058,0.0196251314
-199.63726582,0.5036003704,0.0205544003
-199.1373138,0.4260385171,0.0189869964
-198.63736114,0.4585024291,0.0194118485
-198.13740912,0.4637997412,0.019533957
-197.63745709,0.4675324881,0.020602901
-197.13750444,0.4605201188,0.0191771141
-196.63755241,0.4829720276,0.0202136455
-196.13760102,0.5111263865,0.0204367136
-195.63764773,0.4706445516,0.0204742195
-195.13769508,0.537768751,0.0202178729
-194.63774368,0.5123350568,0.0206779948
-194.1377904,0.483086158,0.020613976
-193.637839,0.4816405227,0.0198471583
-193.13788698,0.4871764895,0.0193633531
-192.63793432,0.4117280496,0.0192802815
-192.1379823,0.4646862448,0.0200986083
-191.63803027,0.5000696167,0.0198377015
-191.13807887,0.5014507478,0.0201317488
-190.63812559,0.4774326729,0.0195822086
-190.13817419,0.4623261271,0.0195036073
-189.63822154,0.4370133477,0.019297212
-189.13826826,0.4675994312,0.0196387278
-188.63831686,0.4405057487,0.0194919248
-188.13836483,0.4594478117,0.0194684923
-187.63841218,0.444166878,0.0198809427
-187.13846015,0.5032970127,0.0200703735
-186.63850813,0.4740145952,0.0197725053
-186.13855547,0.4901325031,0.019738993
-185.63860345,0.4462331762,0.0195036674
-185.13865205,0.4856102596,0.0202714126
-184.63869877,0.4622152773,0.020458566
-184.13874611,0.4640715474,0.0202468973
-183.63879472,0.466298429,0.0193000072
-183.13884143,0.4748801612,0.0196898522
-182.63889004,0.4694868088,0.0194551186
-182.13893801,0.4806498974,0.0199970074
-181.63898598,0.429812281,0.0190139969
-181.13903333,0.4733019094,0.0197649149
-180.6390813,0.4112433649,0.0188538325
-180.13912991,0.5311794357,0.020305546
-179.63917662,0.6010959453,0.0214520967
-179.13922523,0.5096550337,0.0204321873
-178.63927257,0.4552154801,0.0196477728
-178.13931929,0.4608442417,0.0193669244
-177.63936789,0.4764214083,0.0198980937
-177.13941587,0.5130727167,0.020687429
-176.63946321,0.4786911532,0.0195024992
-176.13951119,0.5332822198,0.0210465594
-175.63955916,0.5564360766,0.0207820183
-175.13960651,0.5248280344,0.02052514
-174.63965448,0.4983314796,0.0199409986
-174.13970308,0.4976040864,0.0204118724
-173.6397498,0.5543530024,0.0208131968
-173.13979715,0.5496923804,0.0207986797
-172.63984575,0.5179671621,0.0204889742
-172.13989372,0.5537257111,0.0211830593
-171.63994107,0.5168686782,0.0204105622
-171.13998904,0.5419654101,0.0216439644
-170.64003702,0.4792304945,0.0197161222
-170.14008436,0.4457000424,0.0196805123
-169.64013171,0.464560139,0.0200614022
-169.14017968,0.4364804941,0.0196277031
-168.64022703,0.5146126952,0.0202469405
-168.140275,0.5237518025,0.0204003031
-167.64032361,0.4711462712,0.0200691946
-167.14037032,0.5100406182,0.0200707771
-166.64041893,0.5339144892,0.0208899725
-166.14046627,0.5327644019,0.0209865401
-165.64051299,0.5435357706,0.020888607
-165.14056159,0.5283771677,0.0212519813
-164.64060957,0.5747741591,0.0216407672
-164.14065754,0.5727124736,0.0220244059
-163.64070489,0.5148034824,0.0215037937
-163.14075286,0.4650378077,0.0206220688
-162.64080083,0.5141631333,0.0212102348
-162.14084818,0.5100594346,0.0202666265
-161.64089678,0.5189462611,0.0212387575
-161.1409435,0.4928765152,0.0196719429
-160.64099085,0.4805232581,0.0201387694
-160.14103945,0.5166576112,0.0201435334
-159.64108742,0.4955540508,0.0201344834
-159.14113477,0.51215913,0.0205398944
-158.64118274,0.505036499,0.020510856
-158.14123072,0.5150513401,0.0209614434
-157.64127806,0.4682447122,0.019992336
-157.14132604,0.4577181736,0.0189731973
-156.64137464,0.4850126133,0.0198493979
-154.09461655,0.4830645179,0.0199862653
-153.59466515,0.4917245481,0.020194395
-153.0947125,0.5301427965,0.0207413096
-152.59476047,0.5173578677,0.0205056666
-152.09480845,0.4919107384,0.0197874879
-151.59485579,0.4687500494,0.0199560826
-151.09490377,0.409603083,0.0191611309
-150.59495174,0.4598531682,0.0192807394
-150.09499909,0.4650357653,0.0194475844
-149.59504769,0.4996252988,0.0210067033
-149.09509441,0.5411581648,0.0209718151
-148.59514301,0.5493911762,0.0209042622
-148.09519036,0.5357183845,0.0209871658
-147.59523833,0.5224822365,0.0210456767
-147.09528631,0.6081128183,0.022491718
-146.59533365,0.5749720992,0.0215136374
-146.09538163,0.5619376387,0.0215601296
-145.5954296,0.5728508295,0.0219928397
-145.09547695,0.5587472973,0.0217123512
-144.59552555,0.5151128707,0.0198420635
-144.09557227,0.535713679,0.0206378769
-143.59562087,0.4405270301,0.0194724204
-143.09566759,0.5135569603,0.0203947652
-142.59571619,0.5017692997,0.0201828561
-142.09576353,0.5095578999,0.0203388946
-141.59581151,0.5034535331,0.0199630207
-141.09585948,0.4713540642,0.0193457188
-140.59590746,0.4649638798,0.0196273172
-140.0959548,0.485475064,0.0199784666
-139.59600278,0.5157195212,0.0209892049
-139.09605012,0.5659469687,0.0216698934
-138.59609873,0.5988635669,0.0218438802
-138.09614544,0.6000503943,0.0222932241
-137.59619405,0.6347966034,0.0223054045
-137.09624139,0.546298937,0.0209643408
-136.59628937,0.4873780813,0.0211561195
-136.09633734,0.5102736327,0.0204410985
-135.59638469,0.4678849713,0.019786992
-135.09643266,0.4802426598,0.021100669
-134.59648063,0.5307909249,0.0207399498
-134.09652798,0.4148711353,0.020766556
-133.59657658,0.4564318345,0.0204641433
-133.0966233,0.4796309758,0.0200242461
-132.5966719,0.4483992715,0.0198272599
-132.09671925,0.4430645385,0.0194024061
-131.59676722,0.4636759123,0.0197173542
-131.0968152,0.4828252676,0.0200619846
-130.59686254,0.4971388152,0.0200921069
-130.09691052,0.4837485614,0.0197586042
-129.59695849,0.5670496348,0.0213543173
-129.09700584,0.5629316142,0.0222171799
-128.59705381,0.494561741,0.0209583805
-128.09710116,0.4992660065,0.0199247006
-127.59714976,0.5125736218,0.0202091667
-127.09719648,0.5251591305,0.0203293673
-126.59724508,0.4898987886,0.0201611421
-126.09729242,0.6284530952,0.0224084058
-125.5973404,0.6203514458,0.0224011389
-125.09738837,0.5891217948,0.0218713567
-124.59743572,0.5585804553,0.0212267554
-124.09748369,0.676187638,0.0228742664
-123.59753167,0.5421806248,0.0206347737
-123.09758027,0.5142688241,0.0206185933
-122.59762762,0.4809864981,0.0193160241
-122.09767433,0.445822595,0.0197177425
-121.59772294,0.4686784131,0.0191085544
-121.09777028,0.4574862528,0.0195266507
-120.59781826,0.4909658286,0.0199515229
-120.09786623,0.5773831328,0.0212662048
-119.59791358,0.5268334807,0.0207266656
-119.09796155,0.4864888806,0.0194394871
-118.59800952,0.4924610813,0.0203380318
-118.09805687,0.5381713507,0.0201486132
-117.59810422,0.5178570723,0.0205310995
-117.09815219,0.4691627888,0.0197719262
-116.59819954,0.4981214193,0.0199338714
-116.09824751,0.5355052646,0.0208127981
-115.59829486,0.5393004235,0.0211008342
-115.09834346,0.5599136363,0.0213761314
-114.59839018,0.5582322107,0.0211157711
-114.09843878,0.4582322747,0.0191012667
-113.59848675,0.4902401439,0.0197937582
-113.0985341,0.5227471067,0.0201048686
-112.59858207,0.5363375246,0.0201807667
-112.09863005,0.4985188579,0.0204913444
-111.59867739,0.5476234885,0.0205383352
-111.09872537,0.5681459654,0.0211250456
-110.59877397,0.568197369,0.021077177
-110.09882132,0.6317289634,0.0222427293
-109.59886803,0.5992945337,0.0221471483
-109.09891664,0.6340554497,0.0220183451
-108.59896398,0.6347341571,0.022611964
-108.09901196,0.5130966026,0.0197547655
-107.59905993,0.4531091811,0.0192557466
-107.0991079,0.5494051708,0.0206936436
-106.59915525,0.456556937,0.0203105
-106.09920322,0.5082102357,0.0206432285
-105.59925183,0.4762143094,0.0196150616
-105.09929854,0.4676043599,0.0198506636
-104.59934589,0.4833667194,0.0197153709
-102.04159095,0.4844591049,0.020303766
-101.54163893,0.5375104332,0.0210363387
-101.04168627,0.5321470495,0.0206792916
-100.54173425,0.4686751197,0.0195582824
-100.04178222,0.5451073297,0.0206868414
-99.54183083,0.534728777,0.020573188
-99.041877547,0.4637060518,0.0197591324
-98.54192615,0.4421268467,0.0192970061
-98.041973495,0.4926990474,0.0200411723
-97.542020212,0.5238336971,0.0205170415
-97.042068815,0.4707288925,0.020573089
-96.54211679,0.5202858335,0.0201687734
-96.042164135,0.4913657582,0.0211112219
-95.54221211,0.4593888952,0.020084783
-95.042260084,0.4791139083,0.020494283
-94.542307429,0.5302075271,0.0215049961
-94.042355404,0.5299211888,0.0208785082
-93.542404007,0.486066876,0.0199426334
-93.042450724,0.4928098491,0.0200922025
-92.542498069,0.4667356567,0.0194456544
-92.042546672,0.4725218072,0.0200984133
-91.542594647,0.4460975799,0.0192571756
-91.042641992,0.4605557166,0.0190936327
-90.542689966,0.473211704,0.0197668794
-90.042737941,0.4669558598,0.0195305927
-89.542785286,0.5106516114,0.0202104018
-89.042833261,0.4573568784,0.0193512467
-88.542881864,0.4682862544,0.0194829023
-88.042928581,0.4523806389,0.0188870206
-87.542977184,0.4654198874,0.0190929522
-87.043024529,0.4826306461,0.0198175388
-86.543071246,0.5237186803,0.0208995315
-86.043119849,0.5061934187,0.0201034259
-85.543167823,0.483343793,0.0193771348
-85.043215169,0.5096572721,0.0202978985
-84.543263143,0.5167093487,0.0204908833
-84.043311118,0.5181300652,0.019779634
-83.543358463,0.5058151856,0.0205244052
-83.043406438,0.4862983352,0.0197330912
-82.543455041,0.4908769995,0.0196139568
-82.043501758,0.4949328633,0.0206161665
-81.543549103,0.4303199846,0.0191762349
-81.043597706,0.4620086724,0.0190952449
-80.54364568,0.5166380976,0.0203620491
-80.043693026,0.5338793174,0.0210853889
-79.543741,0.5073578907,0.0206974401
-79.043788975,0.4561140201,0.0191660185
-78.54383632,0.4613792798,0.0191762139
-78.043884295,0.436780408,0.0188249459
-77.543932897,0.4886220023,0.0194576699
-77.043979614,0.4797910933,0.0198924968
-76.544028217,0.4728647607,0.0186521621
-76.044075563,0.4594171419,0.0191593981
-75.54412228,0.5004756432,0.019982081
-75.044170883,0.4820527564,0.0194396577
-74.544218857,0.478639859,0.0202602095
-74.044266832,0.4554670528,0.0202653111
-73.544314177,0.4890307613,0.0204106314
-73.044362151,0.4586522703,0.019680659
-72.544410126,0.454424473,0.0194743965
-72.044457471,0.4590867642,0.0195396441
-71.544506074,0.480752922,0.0196654444
-71.044552791,0.4308782429,0.0195215842
-70.544600137,0.5140723649,0.0196749425
-70.04464874,0.4814666777,0.0195644839
-69.544696714,0.5133896327,0.0208504563
-69.04474406,0.5034283273,0.0200641371
-68.544792034,0.5089781681,0.0207297045
-68.044840008,0.4982833329,0.0211779026
-67.544887354,0.5187539386,0.0206083281
-67.044935328,0.4637508574,0.019912018
-66.544983931,0.4739983575,0.0199633253
-66.045030648,0.4383496767,0.0195554849
-65.545079251,0.4418496521,0.0197189272
-65.045126597,0.4514216448,0.0199474942
-64.545174571,0.4489127634,0.019822735
-64.045221917,0.4744523901,0.0197275701
-63.545269891,0.4689102415,0.0206018401
-63.045317865,0.463675505,0.0190896304
-62.545365211,0.486031014,0.0201623217
-62.045413185,0.5866720491,0.0214995834
-61.545460531,0.5142525625,0.0210897163
-61.045507877,0.4803169075,0.0202988098
-60.545555851,0.5550487677,0.0206553047
-60.045603825,0.4877986535,0.019949359
-59.545651171,0.5211626437,0.0209086508
-59.045699774,0.5286125233,0.0204553627
-58.545746491,0.5379326842,0.0207142517
-58.045793836,0.4337924248,0.0199403741
-57.545842439,0.5308123719,0.0206010355
-57.045890414,0.5383935711,0.020604558
-56.545938388,0.5465691597,0.020914949
-56.045985734,0.5368592869,0.0212768993
-55.546033708,0.46803459,0.0193197734
-55.046081682,0.4929843257,0.019837893
-54.546129028,0.4968188391,0.0202189456
-54.046177631,0.4770922733,0.0200421571
-53.546224348,0.4598854829,0.0203030813
-53.046272951,0.4050912696,0.0192981144
-52.546320296,0.4517417447,0.0198214059
-49.955567903,0.5079991348,0.019697223
-49.455615878,0.4355525284,0.0192849505
-48.955663852,0.4559886385,0.0198821336
-48.455711198,0.4502712409,0.0196123409
-47.955759172,0.4464460592,0.0196265909
-47.455807146,0.4367984401,0.0186828002
-46.955854492,0.4529734848,0.019454024
-46.455903095,0.4773810943,0.0201874507
-45.955949812,0.4817517995,0.0197539569
-45.455998415,0.4571673026,0.0193589853
-44.956045132,0.4604359893,0.0191098702
-44.456093735,0.4369277557,0.0191759575
-43.95614108,0.4235668946,0.0184967088
-43.456189054,0.4320060401,0.0192607574
-42.956237029,0.4451663725,0.0187599152
-42.456284374,0.4228680235,0.0190631601
-41.956332349,0.4648932305,0.0196222358
-41.456380323,0.5087631731,0.0202505852
-40.956427669,0.4530443124,0.0193329601
-40.456476272,0.5072647592,0.0199485071
-39.956522989,0.4418135598,0.0198469985
-39.456571592,0.475110884,0.0196427802
-38.956618937,0.4602427116,0.0192843569
-38.456666911,0.4698882275,0.0199977136
-37.956714886,0.4347720109,0.0196549377
-37.456762231,0.4276161401,0.0188654143
-36.956810206,0.4750587216,0.0201751279
-36.45685818,0.4532254109,0.0194580215
-35.956905526,0.4604558069,0.0192168669
-35.456954129,0.3985481672,0.0182405779
-34.957000846,0.446830525,0.0187362894
-34.457049448,0.4343815138,0.0190213149
-33.957096165,0.4318535243,0.0190763145
-33.457144768,0.4633595657,0.0194239163
-32.957192114,0.4695123772,0.0198906894
-32.457240088,0.4479194144,0.0201261278
-31.957288063,0.4372675355,0.0202801065
-31.457336037,0.4713590325,0.0199738549
-30.957383383,0.4232418503,0.0192772451
-30.457431357,0.4745274098,0.0202184539
-29.957478702,0.4669985182,0.0191387458
-29.457527305,0.4621815811,0.020249536
-28.957574022,0.439851557,0.01925551
-28.457622625,0.4908028439,0.0199903021
-27.957669971,0.4288265426,0.0184990396
-27.457717945,0.4869343473,0.019572384
-26.95776592,0.4811124144,0.0200305472
-26.457813265,0.4196838901,0.020065089
-25.95786124,0.4653720592,0.0204478921
-25.457909214,0.4572889916,0.0194240432
-24.957956559,0.4291524832,0.0195826657
-24.458005162,0.4541363772,0.0198391696
-23.958051879,0.4727576129,0.019871722
-23.458100482,0.4538408898,0.0194603308
-22.958147828,0.4745632567,0.0200773044
-22.458195802,0.4817209102,0.0198961802
-21.958243777,0.4599444631,0.019616843
-21.458291122,0.4529730869,0.0194721305
-20.958339096,0.4734877783,0.0196493391
-20.458387071,0.4062621786,0.0198125569
-19.958434416,0.4705238548,0.0201035246
-19.458482391,0.4635761401,0.0196930319
-18.958529736,0.4364249062,0.019102332
-18.458578339,0.4412671014,0.0199649295
-17.958625056,0.4417673814,0.0194639203
-17.458673659,0.4877519529,0.0204562291
-16.958721005,0.453991999,0.0191875565
-16.458768979,0.4532795554,0.0188001503
-15.958816953,0.4504057321,0.0189769011
-15.458864299,0.4326994893,0.0191278855
-14.958912273,0.4772607659,0.0193275569
-14.458960248,0.4103034563,0.0188976915
-13.959008851,0.480932001,0.0200836272
-13.459056196,0.4819041593,0.0205131324
-12.959102913,0.5599820019,0.0214206657
-12.459151516,0.4987290858,0.020843557
-11.959198862,0.4609482845,0.0204077783
-11.459246836,0.4686162549,0.0193831815
-10.95929481,0.4902789003,0.019901376
-10.459342156,0.4330595642,0.0195914376
-9.9593901308,0.4514220412,0.0202610352
-9.4594381051,0.4171293059,0.0180403032
-8.9594854507,0.439881307,0.0187786313
-8.459533425,0.4733896371,0.0201668527
-7.9595807706,0.4294552834,0.0190044797
-7.4596293736,0.4490847154,0.0195060007
-6.9596760906,0.4523957387,0.0191918855
-6.4597246935,0.4747896551,0.0192954735
-5.9597720392,0.4270786137,0.0185933729
-5.4598200134,0.4301971591,0.0191587626
-4.9598679877,0.4635085515,0.01841932
-4.459915962,0.5211933153,0.0201811136
-3.9599633077,0.4172557304,0.018573005
-3.460011282,0.4230058476,0.0186705866
-2.9600598849,0.4488780655,0.0197045145
-2.4601072305,0.4667208982,0.0195311872
-1.9601539475,0.4590383772,0.0196950217
-1.4602025505,0.4748213511,0.019674786
-0.9602498961,0.4821412591,0.0195134246
-0.4602978704,0.4399037175,0.0194440262
2.0894575864,0.4780457525,0.019555446
2.5894108694,0.4483338957,0.0194906069
3.08936226647,0.4568939217,0.0201931276
3.58931492082,0.487278773,0.0202880787
4.08926694653,0.522479024,0.0204390538
4.58921960089,0.4855130174,0.0192523318
5.08917225524,0.4750720747,0.0197502866
5.58912428095,0.463014152,0.0194161852
6.08907630667,0.5046511515,0.0205378049
6.58902896102,0.5011266758,0.0207504486
7.08898098673,0.4727422488,0.0198860184
7.58893301244,0.5203219379,0.0204279631
8.0888856668,0.4973414714,0.0202657673
8.58883706387,0.4826285264,0.0200267929
9.08879034686,0.4499154287,0.0196314005
9.58874174393,0.4365813373,0.0190569
10.0886950269,0.4713983666,0.0196602355
10.588646424,0.4782599491,0.0192818994
11.0885990783,0.4815935657,0.0192840233
11.588551104,0.4358422338,0.0186163563
12.0885031297,0.4453556661,0.0191143865
12.5884557841,0.4296205372,0.0188495303
13.0884078098,0.4505584678,0.0191617587
13.5883598355,0.4076172407,0.019215948
14.0883124899,0.4232069062,0.0194669004
14.5882638869,0.4040642579,0.0186837579
15.0882171699,0.4389923802,0.0190485123
15.588168567,0.4284436434,0.0191223825
16.0881212214,0.4471846831,0.0190407412
16.5880732471,0.4591145891,0.0196051312
17.0880252728,0.4313743227,0.0185808686
17.5879779271,0.4702833801,0.0199886437
18.0879299528,0.4317920779,0.0194874569
18.5878819786,0.4466217739,0.0189689632
19.0878346329,0.4382665177,0.0190526413
19.58778603,0.4452422367,0.0192011515
20.087739313,0.4090436451,0.0186425867
20.58769071,0.4603575363,0.0205665235
21.087643993,0.4767537914,0.0192838991
21.5875953901,0.4642244319,0.0195399089
22.0875480445,0.4440810552,0.0187465555
22.5875000702,0.4508435018,0.0193732529
23.0874520959,0.446746542,0.0192873713
23.5874041216,0.4554102468,0.0192657123
24.0873567759,0.4174360891,0.0196741646
24.5873088017,0.4468101165,0.0193201502
25.087261456,0.4186974746,0.0192089421
25.5872128531,0.4391728763,0.0192498938
26.0871661361,0.4509654881,0.0199641033
26.5871175331,0.4346853307,0.0195743552
27.0870701875,0.4527662385,0.0193758623
27.5870222132,0.5077573469,0.0200611233
28.0869742389,0.4451335281,0.0194683149
28.5869268933,0.4991296397,0.0195266577
29.086878919,0.4752043732,0.0191282722
29.5868309447,0.4772695694,0.0196950549
30.0867835991,0.4608924142,0.0194126629
30.5867349961,0.4647956459,0.019598329
31.0866882791,0.4439741901,0.0189610426
31.5866396762,0.4772054334,0.020270206
32.0865923305,0.4638742988,0.0192836001
32.5865443563,0.4405966856,0.0201483887
33.086496382,0.4164421539,0.0185339632
33.5864490363,0.4895297211,0.0196075061
34.086401062,0.4614384516,0.0201997357
34.5863530877,0.4343391642,0.0184460894
35.0863057421,0.4427906453,0.019336958
35.5862577678,0.4630292,0.0197932037
36.0862104222,0.4390070331,0.0197567276
36.5861618192,0.4373528098,0.0188842306
37.0861138449,0.4483228694,0.0190356946
37.5860658707,0.4510890923,0.0194986981
38.086018525,0.4635012232,0.0199411404
38.5859705507,0.4601190242,0.0203583222
39.0859225764,0.4921129924,0.0203720182
39.5858752308,0.4555770845,0.0196086296
40.0858266279,0.467231978,0.019544955
40.5857799109,0.4461175641,0.0194667608
41.0857313079,0.4551982871,0.0197392261
41.5856839623,0.4131608552,0.0186397294
42.085635988,0.4764699536,0.0203361915
42.5855880137,0.4079234776,0.0182571766
43.0855406681,0.4246382543,0.0195385216
43.5854926938,0.46515056,0.0194698388
44.0854447195,0.4129428059,0.0188376586
44.5853973738,0.4064081552,0.0187560563
45.0853493995,0.4308540216,0.0191044558
45.5853020539,0.4827315511,0.0193100429
46.085253451,0.4452449743,0.0188257696
46.585206734,0.4356822406,0.0194530271
47.085158131,0.4672426485,0.0192279264
47.5851107854,0.5685378472,0.0210949042
48.0850628111,0.5258362677,0.0204006039
48.5850148368,0.4398565796,0.019349332
49.0849668625,0.4611629216,0.0193926795
49.5849195169,0.4658333771,0.0195338833
50.0848715426,0.4717231019,0.01970715
50.5848241969,0.4648087104,0.0199602203
51.084775594,0.4528091915,0.0192328853
51.584728877,0.4603631974,0.0196105428
54.1334847919,0.4498423244,0.0197502029
54.6334374463,0.4379124988,0.0188684177
55.1333888433,0.5156370835,0.0205844878
55.6333421263,0.5430976724,0.0207554195
56.1332935234,0.5033323803,0.0207840084
56.6332468064,0.5092397709,0.0204470844
57.1331982035,0.4760854933,0.0202711708
57.6331508578,0.4817932704,0.0200412355
58.1331028835,0.4648160594,0.0187645334
58.6330549092,0.4727264698,0.0197097443
59.133006935,0.4370075898,0.0195365181
59.6329595893,0.442146653,0.0198834613
60.132911615,0.4326136023,0.0198635101
60.6328642694,0.4196521886,0.0195136985
61.1328156664,0.4384005038,0.0191711731
61.6327689494,0.4419199049,0.0196546334
62.1327203465,0.4593077965,0.0190479546
62.6326730009,0.4825657896,0.019925572
63.1326250266,0.4468638872,0.0194208957
63.6325770523,0.436823763,0.0191331832
64.1325297066,0.4646923674,0.0193638777
64.6324817324,0.4628791485,0.0202361595
65.1324337581,0.438119873,0.0195114371
65.6323864124,0.4688093429,0.019589712
66.1323378095,0.4497949117,0.0194412082
66.6322910925,0.4275999894,0.0196062758
67.1322424896,0.473866811,0.0192755499
67.6321951439,0.4751822513,0.0195719303
68.1321471696,0.4493755273,0.0189574993
68.6320991953,0.434836555,0.019332618
69.1320518497,0.4772880153,0.0193579429
69.6320038754,0.4065734684,0.0185842046
70.1319559011,0.469598165,0.019700199
70.6319085555,0.4770491119,0.0196639292
71.1318605812,0.4492847517,0.0196048638
71.6318132355,0.4621219081,0.0195519072
72.1317646326,0.4146354297,0.0190717187
72.6317179156,0.4613667169,0.0201548484
73.1316693127,0.4575421121,0.0201680006
73.631621967,0.4961228501,0.0203087016
74.1315739927,0.4724255261,0.0194757638
74.6315260184,0.4330747799,0.0187711931
75.1314786728,0.4636034226,0.0194437416
75.6314306985,0.447365797,0.0195755219
76.1313827242,0.44099277,0.0198075172
